"","X[[i]]"
"2838","rt  for sale gt going fast gt sold gt   bought amp paid for by   tcoezkmtc htt"
"2839","rt  for sale gt going fast gt sold gt   bought amp paid for by   tcoezkmtc htt"
"2840","rt  easy debate guide to   tcoojiixeaz official   site  still up "
"2841","rt  even  supporters have to be embarrassed by the depth of corruption she brought to the state dept"
"2842","rt  its not complicated  perjured herself so many times prosecutionpenalty should follow as law is clearly w"
"2843","rt  is this for real  is  recruiting illegal immigrants to vote video by  at  tco"
"2844","rt  even  supporters have to be embarrassed by the depth of corruption she brought to the state dept"
"2845","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2846","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2847","rt   years of disgrace   lying cheating corrupt    "
"2848","rt  donald trump appealing to worst in america  appeals to americas besthope tolerance humanity respect"
"2849","i just read that it is possible for  to win deep red  unless of course the  show up"
"2850","rt   is cooler than your guy   tcovrtgrub"
"2851","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2852","rt   years of disgrace   lying cheating corrupt    "
"2853","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2854","rt    voters she follows want  people beheaded amp raped when will media make  disavow t"
"2855"," take your own advice your words have consequences ibb spy"
"2856","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2857"," the people clamour for the shutting down the clinton family slush fund   tcopduyyxn"
"2858",NA
"2859","    gets low ratings even on nighttime television well you can always buy your way to the white house"
"2860","rt     of gop  ind find  unfavorable  impressive  lol tcobjwninje"
"2861","rt  breaking  in  are mobilizing in groups to warn people about  rt   "
"2862","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2863","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2864","rt  meet the trumpocrats lifelong democrats breaking with party over  to tcocursuzkpu t"
"2865","rt  the mother lode game over report of      tco"
"2866","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2867","rt  why wont  simply release her scheduled meetings from her time at statedept  "
"2868","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2869","rt  for sale gt going fast gt sold gt   bought amp paid for by   tcoezkmtc htt"
"2870","rt  why wont  simply release her scheduled meetings from her time at statedept  "
"2871","very intrigued by  plans for the economy   tcolbwxzitkmv"
"2872","meet the trumpocrats lifelong democrats breaking with party over  to tcojqbhwbb tcouhlinluybl"
"2873","rt      you dont stop at anything to defraud  "
"2874","rt  new details surface about s top aide amp her ties to radical muslim journal tcotzwzubgg tc"
"2875","rt   foundation does good trump university does good for  trump  "
"2876","rt   to hobnob with tech glitterati at peninsula and south bay fundraisers tcohqragajzn tco"
"2877","rt  shame on you   how the ap spun the story about the clinton foundation tcopvplenfrg  "
"2878","   has roped herself off from  like she did with media but hollywood amp the rich can come in"
"2879","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2880","rt  they hacked  they hacked  but they dont realize strong women are indomitable they move"
"2881","rt  even  supporters have to be embarrassed by the depth of corruption she brought to the state dept"
"2882","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2883","rt   years of disgrace   lying cheating corrupt    "
"2884","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2885","rt  why wont  simply release her scheduled meetings from her time at statedept  "
"2886","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2887","army asks whos the bigger threat to national security manning snowden petraeus nidal hassan or  tcoiddctzwn"
"2888","rt  for sale gt going fast gt sold gt   bought amp paid for by   tcoezkmtc htt"
"2889","army pull training material that listed  as a threat to national security tcoyddskcnla lie tcoiwelxpzetx"
"2890","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2891","rt   i support  norbert hofer      with my art you are welcome "
"2892","rt   on   i know for a fact that  stated she wants open boarders so if anyone is flipf"
"2893","rt   predicts  closes down by friday out of business  "
"2894","      rt americans tcodvkezsgqnh"
"2895","rt  for sale gt going fast gt sold gt   bought amp paid for by   tcoezkmtc htt"
"2896","the  is under fire for shoddy  story tcoqzjxnmkeo  by  via "
"2897","rt   has two local fundraisers today   in  the other hosted by  in  h"
"2898","rt  why wont  simply release her scheduled meetings from her time at statedept  "
"2899","rt  they hacked  they hacked  but they dont realize strong women are indomitable they move"
"2900","rt   years of disgrace   lying cheating corrupt    "
"2901","rt  watch  expose crooked s lies and law breaking in epic fashion  http"
"2902","rt  why wont  simply release her scheduled meetings from her time at statedept  "
"2903","rt      you dont stop at anything to defraud  "
"2904","rt  meet the trumpocrats lifelong democrats breaking with party over  to tcocursuzkpu t"
"2905","rt  for sale gt going fast gt sold gt   bought amp paid for by   tcoezkmtc htt"
"2906","rosario dawson its a struggle of lifetime  keep fighting for your ri    tcoomvjlxd"
"2907","rt  shame on you   how the ap spun the story about the clinton foundation tcopvplenfrg  "
"2908","    you dont stop at anything to defraud  tcosmjzddgd"
"2909","rt   on   i know for a fact that  stated she wants open boarders so if anyone is flipf"
"2910","rt  even  supporters have to be embarrassed by the depth of corruption she brought to the state dept"
"2911","gop deserves losses in all states for sanctioning lunatic     "
"2912","rt  watch  expose crooked s lies and law breaking in epic fashion  http"
"2913","rt  why wont  simply release her scheduled meetings from her time at statedept  "
"2914","i live in chicago n know a lot of cops because of work damn you lying orange buffoon    tcoimmjvjcwz"
"2915","rt   is under fire for her private meetings w big   donors tcohpgcralrp tco"
"2916","rt            clinton cash  tcort"
"2917","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"2918"," what the hell do have to loose really    tcolezrgsksw"
"2919","   are    is  on every level   is wrong with you"
"2920","rt   has two local fundraisers today   in  the other hosted by  in  h"
"2921","rt  shame on you   how the ap spun the story about the clinton foundation tcopvplenfrg  "
"2922","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2923"," fight song parody tcojzbsmhgq       "
"2924","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2925","rt  in costcutting measure  will now broadcast directly from s house not sure which house yet rt ht"
"2926","case study how to manufacture a presidential horse race tcoqxahiwxwng  "
"2927","rt  for sale gt going fast gt sold gt   bought amp paid for by   tcoezkmtc htt"
"2928"," want s supporters to forget she was pro civil unions pro abortion as rare pro goldwater tcoeyswnrbzh"
"2929","hrc used fake alias name dianne reynolds to communicate w chelsea about benghazi why   tcoadrozhwu"
"2930","rt  why wont  simply release her scheduled meetings from her time at statedept  "
"2931","rt  crooked hillary takes no responsibility and instead tries framing colin powelltcotbsleyfit"
"2932","rt  american voters are  best friends    have truly let the public down this election "
"2933","seriously yaall  talk bout double standards  why is  constantly having  prove shes innocent  gets pass frm media"
"2934","rt  even  supporters have to be embarrassed by the depth of corruption she brought to the state dept"
"2935","rt   all if u criticize  online b prepared  confront her paid trolls tcownfnpzhwb t"
"2936","rt  is this for real  is  recruiting illegal immigrants to vote video by  at  tco"
"2937","delusional  just said  does not have an  policy he should move to loser  "
"2938","rt   umm pls allow me to doubt that  is such standings among minorities tcoplfv"
"2939","rt  for sale gt going fast gt sold gt   bought amp paid for by   tcoezkmtc htt"
"2940","rt   and clintons gave us icbm nuclear technology to china in exchange for illegal donationsh"
"2941","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"2942","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2943","rt   does not do a press conference for  days and her paid lap dogs pretend she is well  "
"2944","rt  watch  expose crooked s lies and law breaking in epic fashion  http"
"2945","rt   and clintons gave us icbm nuclear technology to china in exchange for illegal donationsh"
"2946","shame on you   how the ap spun the story about the clinton foundation tcopvplenfrg  "
"2947","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2948","rt  american voters are  best friends    have truly let the public down this election "
"2949"," and clintons gave us icbm nuclear technology to china in exchange for illegal donationstcozgowznjff"
"2950","rt  for sale gt going fast gt sold gt   bought amp paid for by   tcoezkmtc htt"
"2951","rt  segregation household median income for  is k a year  holds  per person fundraiser ht"
"2952","rt  why arent  protesting the  the  was in for  from the beginning "
"2953","if these email dumps dont force  out of wh race i dont know what will very very damaging stuff  "
"2954","rt  the  is under fire for shoddy  story tcoaqxytthih"
"2955","  gotta love her tweets cheap biotech stocks are on sale today"
"2956"," umm pls allow me to doubt that  is such standings among minorities tcoplfvxzjq"
"2957","s last rally this is all that came outthe  even said shut up  said it smells tcosjwhtkdytk"
"2958","rt  american voters are  best friends    have truly let the public down this election "
"2959","poll trump has point lead over hillary clinton in florida      tcormxfhfs"
"2960","rt  why arent  protesting the  the  was in for  from the beginning "
"2961","rt  watch  expose crooked s lies and law breaking in epic fashion  http"
"2962","rt  easy debate guide to   tcoojiixeaz official   site  still up "
"2963"," does not do a press conference for  days and her paid lap dogs pretend she is well  tcofapfdjir"
